ATF	1
51	5
"Type=GenePix ArrayList V1.0"
"BlockCount=48"
"BlockType=0"
"Block1= 2000, 5000, 135, 20, 210, 19, 210"
"Block2= 6490, 5000, 135, 20, 210, 19, 210"
"Block3= 10980, 5000, 135, 20, 210, 19, 210"
"Block4= 15470, 5000, 135, 20, 210, 19, 210"
"Block5= 2000, 9490, 135, 20, 210, 19, 210"
"Block6= 6490, 9490, 135, 20, 210, 19, 210"
"Block7= 10980, 9490, 135, 20, 210, 19, 210"
"Block8= 15470, 9490, 135, 20, 210, 19, 210"
"Block9= 2000, 13980, 135, 20, 210, 19, 210"
"Block10= 6490, 13980, 135, 20, 210, 19, 210"
"Block11= 10980, 13980, 135, 20, 210, 19, 210"
"Block12= 15470, 13980, 135, 20, 210, 19, 210"
"Block13= 2000, 18470, 135, 20, 210, 19, 210"
"Block14= 6490, 18470, 135, 20, 210, 19, 210"
"Block15= 10980, 18470, 135, 20, 210, 19, 210"
"Block16= 15470, 18470, 135, 20, 210, 19, 210"
"Block17= 2000, 22960, 135, 20, 210, 19, 210"
"Block18= 6490, 22960, 135, 20, 210, 19, 210"
"Block19= 10980, 22960, 135, 20, 210, 19, 210"
"Block20= 15470, 22960, 135, 20, 210, 19, 210"
"Block21= 2000, 27450, 135, 20, 210, 19, 210"
"Block22= 6490, 27450, 135, 20, 210, 19, 210"
"Block23= 10980, 27450, 135, 20, 210, 19, 210"
"Block24= 15470, 27450, 135, 20, 210, 19, 210"
"Block25= 2000, 31940, 135, 20, 210, 19, 210"
"Block26= 6490, 31940, 135, 20, 210, 19, 210"
"Block27= 10980, 31940, 135, 20, 210, 19, 210"
"Block28= 15470, 31940, 135, 20, 210, 19, 210"
"Block29= 2000, 36430, 135, 20, 210, 19, 210"
"Block30= 6490, 36430, 135, 20, 210, 19, 210"
"Block31= 10980, 36430, 135, 20, 210, 19, 210"
"Block32= 15470, 36430, 135, 20, 210, 19, 210"
"Block33= 2000, 40920, 135, 20, 210, 19, 210"
"Block34= 6490, 40920, 135, 20, 210, 19, 210"
"Block35= 10980, 40920, 135, 20, 210, 19, 210"
"Block36= 15470, 40920, 135, 20, 210, 19, 210"
"Block37= 2000, 45410, 135, 20, 210, 19, 210"
"Block38= 6490, 45410, 135, 20, 210, 19, 210"
"Block39= 10980, 45410, 135, 20, 210, 19, 210"
"Block40= 15470, 45410, 135, 20, 210, 19, 210"
"Block41= 2000, 49900, 135, 20, 210, 19, 210"
"Block42= 6490, 49900, 135, 20, 210, 19, 210"
"Block43= 10980, 49900, 135, 20, 210, 19, 210"
"Block44= 15470, 49900, 135, 20, 210, 19, 210"
"Block45= 2000, 54390, 135, 20, 210, 19, 210"
"Block46= 6490, 54390, 135, 20, 210, 19, 210"
"Block47= 10980, 54390, 135, 20, 210, 19, 210"
"Block48= 15470, 54390, 135, 20, 210, 19, 210"
"Block"	"Row"	"Column"	"ID"	"Name"
1	1	1	"MRF3_50-a12"	"Tamara prelabeled MRF3_50 Control_4"
1	1	2	"MRF3_50-c12"	"Tamara prelabeled MRF3_50 Control_4"
1	1	3	"MRF1_50-e12"	"MRF1_50 Control_4"
1	1	4	"MRF2_50-g12"	"MRF2_50 Control_4"
1	1	5	"AMB_6F"	"AMB_6F Control_3 Ambion spiked standar"
1	1	6	"Alien_10"	"Alien_10 Control_3 Stratagene spiked s"
1	1	7	"Empty/Unknown"	"EmptyWell"
1	1	8	"Empty/Unknown"	"EmptyWell"
1	1	9	"M200000106"	"Slc25a3--solute carrier family 25 (mit"
1	1	10	"M200000130"	"Abca1--ATP-binding cassette, sub-famil"
1	1	11	"M200000154"	"Iapp--islet amyloid polypeptide"
1	1	12	"M200000178"	"Lamp2--lysosomal membrane glycoprotein"
1	1	13	"M200000100"	"Guca2b--guanylate cyclase activator 2b"
1	1	14	"M200000124"	"Cox5a--cytochrome c oxidase, subunit V"
1	1	15	"M200000148"	"Usp9x--ubiquitin specific protease 9,"
1	1	16	"M200000172"	"RIKEN cDNA 4921531G14 gene"
1	1	17	"M200000486"	"Ccl3--chemokine (C-C motif) ligand 3"
1	1	18	"M200000510"	"Gck--glucokinase"
1	1	19	"M200000534"	"Trh--thyrotropin releasing hormone"
1	1	20	"M200000558"	"Slpi--secretory leukocyte protease inh"
1	2	1	"M200000480"	"Krc--kappa B and Rss recognition compo"
1	2	2	"M200000504"	"Kdt1--kidney cell line derived transcr"
1	2	3	"M200000528"	"Cd79a--CD79A antigen (immunoglobulin-a"
1	2	4	"M200000552"	"Prop1--paired like homeodomain factor"
1	2	5	"M200000866"	"Psma5--proteasome (prosome, macropain)"
1	2	6	"M200000890"	"Ckm--creatine kinase, muscle"
1	2	7	"M200000914"	"Galt--galactose-1-phosphate uridyl tra"
1	2	8	"M200000938"	"C1d-pending--nuclear DNA binding prote"
1	2	9	"M200000860"	"Apoh--apolipoprotein H"
1	2	10	"M200000884"	"Tec--cytoplasmic tyrosine kinase, Dscr"
1	2	11	"M200000908"	"G3bp2-pendin--Ras-GTPase-activating pr"
1	2	12	"M200000932"	"Shfdg1--split hand/foot deleted gene 1"
1	2	13	"M200001246"	"Pelo--pelota homolog (Drosophila)"
1	2	14	"M200001270"	"Flt4--FMS-like tyrosine kinase 4"
1	2	15	"M200001294"	"Macf1--microtubule-actin crosslinking"
1	2	16	"M200001318"	"Tcfe2a--transcription factor E2a"
1	2	17	"M200001240"	"Ass1--argininosuccinate synthetase 1"
1	2	18	"M200001264"	"Ramp1--receptor (calcitonin) activity"
1	2	19	"M200001288"	"RIKEN cDNA 2900024N03 gene"
1	2	20	"M200001312"	"Traf2--Tnf receptor-associated factor"
1	3	1	"M200001626"	"Ucp1--uncoupling protein 1, mitochondr"
1	3	2	"M200001650"	"Bcap29--B-cell receptor-associated pro"
